correo,dominio,tipo,fuente_origen
ercarden@espol.edu.ec,espol.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
erica.albuja@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
erika.chavez@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
ernestina.reyes@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
esanchez@anai.edu.ec,anai.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
esangolqui@uazuay.edu.ec,uazuay.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-24deoctubre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-29dejunio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-altagracia@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-arcadio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-armadanacional@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-bolivariana20052011@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-ejercitodesalvacion@live.com,live.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-flanagan@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-guadalupe2011@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-juanjosecastilloceli@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-lavoisier@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-leandromerareyna@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-lorenzo-luzuriaga@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-marina-gallardo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-mariscal-sucre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-medv@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-pablopalacios@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-pjuandevelasco@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-rubendario1972@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-sanjose2010@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-sanjuan@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.13demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.1995@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.27defebrero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.5dejunio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.9dejulio@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.abdoncalderon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.alfaro@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.andoas@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.antonioparra@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.antonioricaurte@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.auroraestrada@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.caminemos.juntos@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.carchi163babalosrios@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.carlos.finlay@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.catamayo@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.charlesdarwin@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.edumachala@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.egb.antonioante@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.ejercitoecuatoriano@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.espejo.esc@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.esperanzaurueta_297@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.eugenioespejo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.franciscopizarro@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.gabriel.inocente.b.m@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.gabrielamistral@educacionadventista.ec,educacionadventista.ec,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.gonzalo@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.guidogarayvm@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.jmmatovelle@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.jose.pelaez@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.juanmontalvo@live.com,live.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.lazoilita@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.leonidas.garcia@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.lojacentineladelsur@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.manuelcoello1996@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.mariano.aguilera@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.misiondeloslirios@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),1195 cole gquil.csv
escuela.npv@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.nuevavida@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.nuevomundo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.numapompiliollona@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.oea18@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.olimpocardenas@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.patate@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.pvm.9@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela.regioninsular@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.republica.de.peru@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela.s.p.b.b@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.san.antonio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.sandalo@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),MR COLEGIOS 2017.csv
escuela.santmari@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.tiwintza@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.tiwintza@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela10_deagosto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela10deagosto@outlook.cl,outlook.cl,Educación / Colegio / Escuela (AMIE),Consolidado
escuela10denero@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela129fae@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela12defebrero2012@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela12dejulio@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela12dejuniogerinomalto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela12demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela12deoctubre@live.com,live.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela12deotubre@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela1366_renatobasso@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela13dediciembre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela13demayo@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela13noviembre@outlook.es,outlook.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela15deabril@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela15demarzo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela15demarzo@live.com,live.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela15denoviembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela15deoctubre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela15deoctubre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela15des@hotmai.com,hotmai.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela16dediciembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela16deoctubre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela16nov@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela17deabril@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela17dedicembre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela17mayo@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela17septiembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela18dejunio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela18deoctubre2012@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela1erodejunio1950@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela1junio1980@outlook.es,outlook.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela1junio@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela1noviembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela20deenero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela20defebrero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela21deabril@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela21defebrero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela21dejunio1969@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela22dediciembre-22@outlook.com,outlook.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela22dediciembre@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela22deseptiembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela23demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24demarzo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24demayo14@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24demayo@outlook.com,outlook.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24demayo_90@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24demayo_n2@outlook.com,outlook.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24jsimon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24julio@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24julio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela24mayo_1944@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela25deagosto_@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela25dejulio@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela25dejunio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela25deseptiembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela25diciembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela25noviembre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),1195 cole gquil.csv
escuela25septiembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela26deagosto@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),1195 cole gquil.csv
escuela26defebrero@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela26deoctubre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela27deabril@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela27dediciembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela27demayo@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela27deoctubre@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela27dfebrero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela28deenero@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela28demayo.rosa@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela28demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela28deseptiembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela28octubre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela29deagosto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela2deagosto1908@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela2deagosto@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela2deagostoalamor@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela2demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela2eduviges@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela2gabriela@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela30dejulio@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela30denero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela31demarzo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela31deoctubre@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela3dejulio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela3demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela3eliasyunez@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela4agosto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela4dejulio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela4dejunio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela4denoviembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela5dejunio09h05170@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela5sol@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela6_enero@outlook.com,outlook.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela6deagosto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela6dediciembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela6deoctubre@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela7deagosto1964@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela7defebrero_@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela8demarzo@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela8deseptiembre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela8deseptiembre@outlook.com,outlook.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela8deseptiembre_1950@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela9octubre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela@ctsdonbosco.edu.ec,ctsdonbosco.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_023@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_10deagosto@live.com,live.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_12_de_marzo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_12defebrero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_21denoviembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_24demayo@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_25dejulio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_26_de_septiembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_4nov@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_4octubre@outlook.es,outlook.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_alberto_torres@outlook.es,outlook.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_alfonso_carmona@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_alfonsotoledo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_alvaroperez@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_amazonas1@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_ar@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_atahualpa_sj@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_ayupangue@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_basica_marcel_laniado_wind@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_bellavista@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_buenosaires@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_california@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_capitan_julian_quito@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_caracas@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_castillo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_chimborazo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_ciudadderoma@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_coa@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_colombia@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_colon_manabi@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_corazon_de_angel@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_dranibalsanandres@outlook.es,outlook.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_drluiscorderocrespo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),1195 cole gquil.csv
escuela_ecj@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_ecuador723@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_eldorado@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_esmeraldas@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_estadosunidos@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_fabianaguilar99@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_fernandodearagon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_fidel_emilio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_fiscal_tiwintza@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_fortunatolopez@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_fr@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_garciamoreno@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),MR COLEGIOS 2017.csv
escuela_genesis7@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_guachapeli@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_guayaquil2013@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_helencosmetic@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),1195 cole gquil.csv
escuela_himmelmann@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_humboldt@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_independencia2000@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_jaimenogalestorres@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_johnfkennedy@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_joseamadeojacome@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_joseenriquerodo.leitillo@hotamil.com,hotamil.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_joseph_juez_diaz@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_juanlavalle@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_kennedymacara@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_lacolmena@outlook.com,outlook.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_loja@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_lospuruhaes@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_luiscorderocrespo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_luismosquera@yahoo.com.mx,yahoo.com.mx,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_luzdelguayas@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_luzdelma@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_manuel.a.c.b@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_manuel_vega@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_marycorile@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_municipal1996@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_mvc1933@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_newton@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_nsc_facturacion@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_nuevaluz@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_nuevasemilla@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_nueve_octubre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_oswaldohurtado@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_pacificoproano@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_pandevida@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_panzaleo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_paulovi@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_pedernales@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_pedromoncayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_pelaez@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_pio12@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_primero_de_mayo2011@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_quisquis@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_quito50@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_ramon_agurto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_renuevo@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_republica_finlandia@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_rioblanco@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_salustinovinan@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_samuel_alexander@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),1195 cole gquil.csv
escuela_san_diego@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_santa_mariana_de_jesus@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_santarita05@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_santodomingo@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
